cycles
66
338
260
260
258
258
262
258
258
260
262
262
260
264
262
262
260
264
262
260
262
262
264
262
260
262
264
262
266
260
262
264
264
264
262
262
264
260
262
264
262
262
260
264
262
264
262
262
260
268
264
264
260
264
260
264
264
262
260
262
264
264
260
264
264
264
262
262
262
266
260
262
262
262
264
264
264
260
262
262
264
260
264
262
266
262
262
262
260
262
262
262
260
264
262
260
260
262
262
266
264
262
260
264
260
262
260
264
262
264
260
264
262
262
262
262
262
262
262
260
260
262
266
264
260
262
262
262
264
264
264
262
264
264
262
262
262
264
262
262
262
264
264
260
262
262
264
266
264
262
264
262
262
264
262
264
264
262
262
262
264
262
264
262
262
262
262
264
260
262
264
262
264
260
262
264
264
260
264
260
264
260
264
262
262
262
262
262
262
262
262
260
260
260
262
264
262
262
260
262
264
262
262
266
262
262
258
264
262
264
262
264
262
262
262
260
260
260
264
264
262
260
264
262
262
260
262
262
264
262
262
262
262
264
264
260
264
260
264
262
260
262
264
266
262
262
262
264
262
262
260
264
264
262
262
264
260
264
260
262
262
264
262
260
260
262
264
262
264
260
262
260
264
260
268
262
266
260
262
262
262
262
262
264
264
262
262
260
260
262
264
264
262
260
258
262
262
260
260
264
262
264
260
264
266
266
264
262
264
260
264
260
262
262
264
266
264
260
264
262
266
264
262
262
262
264
266
262
264
264
262
264
264
264
264
258
260
264
258
266
262
264
264
262
264
264
262
262
262
266
264
262
262
264
262
262
260
266
260
264
266
260
264
260
262
264
266
260
260
262
268
264
262
266
264
258
262
262
262
260
260
260
260
264
262
260
260
264
260
264
262
260
262
266
262
262
264
262
264
258
260
262
260
266
260
262
260
262
262
260
266
262
266
262
266
264
264
264
266
258
264
260
266
264
262
260
262
262
262
260
262
264
262
260
262
264
258
264
266
264
260
264
262
262
260
266
262
266
264
262
260
262
260
260
260
264
262
262
264
260
260
264
264
260
262
260
266
260
262
260
264
260
262
260
262
264
262
262
264
262
262
260
260
264
262
262
264
264
262
264
266
262
260
268
262
264
264
262
262
262
262
264
260
264
264
262
264
262
264
266
264
262
262
262
264
258
264
264
264
262
262
262
262
258
260
260
260
262
262
260
260
264
260
262
262
262
262
262
262
262
260
268
262
264
260
262
260
262
260
262
260
262
262
260
264
262
262
262
264
260
262
264
264
260
264
264
266
262
262
264
262
262
262
264
260
260
262
260
260
266
258
266
262
260
260
262
264
262
262
266
264
260
264
264
258
264
260
264
262
262
262
260
268
262
264
264
264
258
264
264
264
260
262
262
264
260
266
262
264
260
264
260
260
264
262
260
262
266
258
264
262
262
262
266
262
262
260
264
262
266
260
266
256
260
260
260
260
262
262
260
266
260
262
262
266
260
262
262
264
260
262
264
266
262
262
260
264
260
260
260
260
264
264
262
260
266
260
264
260
264
262
264
264
264
262
268
266
264
260
262
258
262
262
264
260
264
266
260
268
260
264
260
264
262
264
262
264
260
262
262
264
258
262
262
260
256
264
260
260
260
262
260
260
264
258
264
260
260
260
264
262
260
258
264
264
262
260
262
262
262
260
262
260
264
262
260
264
264
262
262
264
260
266
266
264
262
262
262
266
260
264
262
262
262
262
262
260
264
262
262
262
266
266
264
260
266
262
262
260
266
262
264
260
260
264
266
262
262
262
264
262
260
260
262
268
262
264
260
262
262
264
260
262
258
264
258
262
262
262
260
262
262
262
264
264
260
262
262
262
264
262
262
260
266
262
264
260
264
262
262
260
264
262
262
262
262
262
262
262
260
260
266
262
260
264
262
262
262
264
260
264
266
268
260
264
264
260
264
264
266
266
262
262
264
262
262
262
264
264
262
260
264
264
264
262
266
262
262
260
266
262
268
262
264
262
264
266
262
262
262
264
262
262
260
262
262
264
260
264
262
264
258
262
262
264
262
262
262
262
262
262
260
260
260
260
264
262
262
260
262
260
262
258
264
262
262
264
266
262
262
260
264
262
264
264
260
262
262
264
262
266
262
264
264
266
262
262
262
266
260
260
264
262
264
260
262
260
262
260
264
260
264
260
264
260
264
262
262
260
264
264
264
262
262
262
260
260
262
260
262
260
262
258
262
262
264
262
260
262
262
266
260
260
262
264
260
262
262
266
260
262
258
262
260
262
260
262
264
262
260
262
262
258
264
262
264
260
264
266
264
260
264
262
442
260
262
266
262
260
260
264
260
262
262
260
258
260
260
260
264
264
262
264
264
260
264
262
262
260
264
262
262
260
260
260
262
258
262
262
262
264
260
264
260
264
264
264
262
262
260
264
258
262
260
262
262
266
260
264
260
262
264
264
260
260
264
266
266
266
266
260
266
262
264
262
264
264
264
258
264
264
262
262
262
264
260
262
262
260
262
264
266
262
258
262
262
264
260
260
262
264
260
264
262
262
262
